channel_name,video_id,title,published_at,year_month,months_before_last,days_since_prev,gap_label,rolling_gap,view_count,like_count,comment_count,like_ratio,comment_ratio,rolling_views,rolling_like_ratio,duration_sec,duration_min,rolling_duration,title_length,desc_length,tag_count,z_gap,z_views,z_like_ratio,risk_score,subscriber_count
장삐쭈,qv4QDYyOIko,[별뒤밤] 6화 - 가을,2016-10-21 06:49:52+00:00,2016-10,109.2,1.0,정상,1.5,95286,2277,570,0.0239,0.006,1008433.0,0.0218,941,15.7,722.0,13,118,9,-0.5223015032975499,-1.2687062527368616,2.2817781193663786,12.3,3420000
장삐쭈,Cehp1dYEWCY,[별뒤밤] 7화 - 사이다,2016-10-24 07:55:14+00:00,2016-10,109.1,3.0,정상,2.0,165289,2812,797,0.017,0.0048,1019773.0,0.0184,1379,23.0,810.0,14,156,12,-0.45199696871223916,-1.2635936481984125,1.3784484378452166,15.7,3420000
장삐쭈,yNuSodNcMRQ,[병맛더빙] 파프리카 대란,2016-10-26 11:11:02+00:00,2016-10,109.0,2.0,정상,1.8,2196856,16510,908,0.0075,0.0004,1540297.0,0.0142,128,2.1,634.0,14,21,9,-0.4801187825463635,-1.0289169846382982,0.26257059596613436,18.3,3420000
장삐쭈,PZsUqbfZkpQ,[별뒤밤] 8화 - 첫경험,2016-10-28 11:00:44+00:00,2016-10,108.9,1.0,정상,1.8,231149,3070,588,0.0133,0.0025,672145.0,0.0154,1365,22.8,953.0,14,89,8,-0.4801187825463635,-1.4203206755786588,0.581392836503015,19.1,3420000
장삐쭈,ZadQjRCUKoQ,[병맛더빙] 불스원샷으로 여친 사귀는 방법 2,2016-10-30 08:14:43+00:00,2016-10,108.9,1.0,정상,1.8,1796376,12432,525,0.0069,0.0003,1097418.0,0.0112,104,1.7,744.0,25,46,10,-0.4801187825463635,-1.228587635906712,-0.5344850053760677,22.0,3420000
장삐쭈,Ccy8zGx0ugg,[별뒤밤] 9화 - 착각,2016-11-01 10:01:36+00:00,2016-11,108.8,2.0,정상,1.5,101512,2013,496,0.0198,0.0049,1081473.0,0.0119,1451,24.2,762.0,13,179,10,-0.5223015032975499,-1.235776390700854,-0.34850536506288704,21.1,3420000
장삐쭈,SrlXauJaRPQ,[병맛더빙] 母 子,2016-11-03 08:29:53+00:00,2016-11,108.7,1.0,정상,1.2,2422662,25888,2939,0.0107,0.0012,1137925.0,0.0127,86,1.4,752.0,10,22,9,-0.5644842240487362,-1.210325178054952,-0.1359572047049669,20.1,3420000
장삐쭈,oTrpK08Wsi4,[별뒤밤] 10화 - 주사,2016-11-07 12:29:09+00:00,2016-11,108.6,4.0,정상,2.0,222125,4882,1001,0.022,0.0045,1135669.0,0.0148,1789,29.8,858.0,14,128,10,-0.45199696871223916,-1.211342288799109,0.4219817162345747,18.8,3420000
장삐쭈,2vhMIwK-m1I,[약빤더빙] 뽕의요정 체드,2016-11-09 11:11:01+00:00,2016-11,108.5,1.0,정상,2.0,3925288,36754,1812,0.0094,0.0005,1667897.0,0.0155,130,2.2,864.0,14,8,9,-0.45199696871223916,-0.971388912406719,0.607961356547755,17.0,3420000
장삐쭈,EtRp0SlyHd4,[별뒤밤] 11화 - 트라우마,2016-11-11 12:18:02+00:00,2016-11,108.4,2.0,정상,2.0,82036,1508,787,0.0184,0.0096,1663028.0,0.0151,1160,19.3,791.0,16,158,11,-0.45199696871223916,-0.9735840862601324,0.5016872763687948,17.3,3420000
장삐쭈,syNtZywBkXk,[별뒤밤] 12화 - 수능,2016-11-14 12:07:47+00:00,2016-11,108.3,2.0,정상,2.2,101332,1622,418,0.016,0.0041,1082695.0,0.0164,1062,17.7,1035.0,14,104,13,-0.4238751548781149,-1.2352254557144358,0.8470780369504158,17.6,3420000
장삐쭈,MNFJYHDdo30,[병맛더빙] 영준이가 대머리가 된 이유,2016-11-16 13:22:00+00:00,2016-11,108.3,2.0,정상,1.8,1817569,15622,828,0.0086,0.0005,1481556.0,0.0131,86,1.4,610.0,21,18,9,-0.4801187825463635,-1.0554001859780724,-0.02968312452600637,19.4,3420000
장삐쭈,Oh6CwjYc7K0,[별뒤밤] 13화 - 거짓말,2016-11-21 11:09:43+00:00,2016-11,108.1,4.0,정상,2.5,102246,1445,402,0.0141,0.0039,525796.0,0.0143,1440,24.0,937.0,15,148,9,-0.3816924341269285,-1.4863016774831996,0.2891391160108743,20.9,3420000
장삐쭈,kXGdCWkUeEM,[병맛더빙] 철벽녀,2016-11-25 07:31:45+00:00,2016-11,108.0,3.0,정상,2.8,4181598,39934,1692,0.0095,0.0004,1550686.0,0.012,70,1.2,664.0,10,10,11,-0.3395097133757421,-1.0242331355598195,-0.3219368450181471,21.0,3420000
장삐쭈,T_RMrT6hC9g,공 지 사 항,2016-11-28 07:02:01+00:00,2016-11,107.9,2.0,정상,2.8,71547,1461,669,0.0204,0.0094,1543240.0,0.0132,95,1.6,423.0,7,1,3,-0.3395097133757421,-1.0275901420318911,-0.00311460448126647,20.0,3420000
장삐쭈,OdsOvBqkoJE,이십만 기념 Q&A,2016-12-12 09:44:21+00:00,2016-12,107.4,14.0,정상,5.8,104943,2560,585,0.0244,0.0056,1115084.0,0.0171,609,10.2,554.0,10,5,6,0.0823174941361221,-1.2206229734925813,1.0330576772635962,19.6,3420000
장삐쭈,DRRtUaEbbjE,[병맛더빙] 준범이의 포경수술,2016-12-16 10:26:54+00:00,2016-12,107.3,4.0,정상,5.8,3133698,27290,1926,0.0087,0.0006,1872946.0,0.0158,72,1.2,212.0,16,10,9,0.0823174941361221,-0.8789431938878075,0.6876669166819755,19.2,3420000
장삐쭈,mbYAs5JX-_c,[별뒤밤] 14화 - 자존심,2016-12-19 10:36:06+00:00,2016-12,107.2,3.0,정상,5.8,84542,1379,296,0.0163,0.0035,848682.0,0.0174,1330,22.2,526.0,15,130,9,0.0823174941361221,-1.3407295056135624,1.1127632373978158,19.9,3420000
장삐쭈,1ZW27FwuhdU,[병맛더빙] 마법의 스피커,2016-12-22 14:01:11+00:00,2016-12,107.1,3.0,정상,6.0,1944840,18852,1045,0.0097,0.0005,1317006.0,0.0148,73,1.2,521.0,14,10,9,0.11043930797024641,-1.1295870534209125,0.4219817162345747,21.5,3420000
장삐쭈,HwXBh-ZoPeA,[별뒤밤] 15화 - 첫눈,2016-12-27 09:38:16+00:00,2016-12,106.9,4.0,정상,3.5,74347,1183,278,0.0159,0.0037,1309357.0,0.0126,1369,22.8,711.0,14,127,8,-0.24108336495630708,-1.1330355818260798,-0.1625257247497068,21.5,3420000
장삐쭈,Ff5zaJRzCAc,[병맛더빙] 남매 2,2016-12-28 07:15:01+00:00,2016-12,106.9,0.0,정상,2.5,5450616,69533,2343,0.0128,0.0004,1888586.0,0.0137,53,0.9,706.0,11,27,10,-0.3816924341269285,-0.8718919474167894,0.12972799574243396,18.5,3420000
장삐쭈,8oHXuHo6dhk,장삐쭈가 오버워치를 한다면? (feat.빅헤드),2016-12-31 09:09:22+00:00,2016-12,106.8,3.0,정상,2.5,915495,7363,556,0.008,0.0006,2096324.0,0.0116,62,1.0,389.0,26,55,9,-0.3816924341269285,-0.7782339014195808,-0.42821092519710763,20.0,3420000
장삐쭈,bElRbPCDRnM,[별뒤밤] 16화 - 새해,2017-01-02 10:42:12+00:00,2017-01,106.7,2.0,정상,2.2,71820,1297,406,0.0181,0.0057,1628070.0,0.0137,1319,22.0,701.0,14,121,10,-0.4238751548781149,-0.9893447943249565,0.12972799574243396,18.9,3420000
장삐쭈,PcootWBfz24,[병맛더빙] 대학생활 노답 삼형제,2017-01-04 09:06:54+00:00,2017-01,106.6,1.0,정상,1.5,4656894,38124,1219,0.0082,0.0003,2773706.0,0.0118,68,1.1,376.0,18,9,10,-0.5223015032975499,-0.47283828524111976,-0.3750738851076274,17.6,3420000
장삐쭈,eKloDOaAvPY,[별뒤밤] 17화 - 돈,2017-01-09 14:27:58+00:00,2017-01,106.5,5.0,정상,2.8,95844,1530,385,0.016,0.004,1435013.0,0.0126,1434,23.9,721.0,13,122,10,-0.3395097133757421,-1.076383956086806,-0.1625257247497068,20.7,3420000
장삐쭈,9E54nVJPtMY,[병맛더빙] 50년 후 장삐쭈,2017-01-11 08:09:53+00:00,2017-01,106.4,1.0,정상,2.2,2265422,20214,1006,0.0089,0.0004,1772495.0,0.0128,65,1.1,722.0,16,10,10,-0.4238751548781149,-0.9242312219735,-0.10938868466022653,19.4,3420000
장삐쭈,fz_ECkThk9g,[별뒤밤] 18화 - 형,2017-01-17 11:30:28+00:00,2017-01,106.2,6.0,정상,3.2,91776,1702,471,0.0185,0.0051,1777484.0,0.0129,1363,22.7,732.0,13,121,11,-0.28326608570749345,-0.9219819464847591,-0.08282016461548664,20.0,3420000
장삐쭈,vpu88Q682Hg,[병맛더빙] 남매3 X 산E,2017-01-18 09:00:43+00:00,2017-01,106.2,0.0,정상,3.0,3009105,28989,1097,0.0096,0.0004,1365537.0,0.0132,63,1.0,731.0,15,28,6,-0.3113878995416178,-1.1077069995535866,-0.00311460448126647,20.5,3420000
장삐쭈,BWf7Txmn5vc,[병맛더빙] 영준이가 대머리가 된 이유 2,2017-01-20 09:27:23+00:00,2017-01,106.1,2.0,정상,2.2,1137837,9368,745,0.0082,0.0007,1626035.0,0.0113,92,1.5,396.0,23,47,10,-0.4238751548781149,-0.9902622678907187,-0.5079164853313278,21.0,3420000
장삐쭈,uIOof-1pS8I,[별뒤밤] 19화 - 동생,2017-01-31 12:13:48+00:00,2017-01,105.7,11.0,정상,4.8,102368,1644,418,0.0161,0.0041,1085272.0,0.0131,1444,24.1,740.0,14,177,13,-0.05829157503449929,-1.2340636230957776,-0.02968312452600637,22.6,3420000
장삐쭈,6aeI7x3aJ-Q,[별뒤밤] 20화 - 군대,2017-02-05 14:07:02+00:00,2017-02,105.6,5.0,정상,4.5,166379,1162,248,0.007,0.0015,1103922.0,0.0102,1229,20.5,707.0,14,22,12,-0.10047429578568569,-1.2256553272719612,-0.8001702058234681,25.0,3420000
장삐쭈,d1TFfmlLjvY,[별뒤밤] 20화 - 군대 2,2017-02-06 12:05:20+00:00,2017-02,105.5,0.0,정상,4.5,106235,876,157,0.0082,0.0015,378205.0,0.0099,1516,25.3,1070.0,16,123,7,-0.10047429578568569,-1.55284263131338,-0.8798757659576882,26.8,3420000
장삐쭈,ADyI82T5lf0,[병맛더빙] 아빠의 비밀,2017-02-08 09:26:39+00:00,2017-02,105.5,1.0,정상,4.2,3739509,38055,1936,0.0102,0.0005,1028623.0,0.0104,68,1.1,1064.0,13,11,10,-0.14265701653687207,-1.259603652593009,-0.7470331657339883,24.7,3420000
장삐쭈,wMIgJx5E650,[병맛더빙] 미래체험,2017-02-14 08:00:04+00:00,2017-02,105.3,5.0,정상,2.8,2387255,25516,1030,0.0107,0.0004,1599844.0,0.009,73,1.2,722.0,11,11,11,-0.3395097133757421,-1.0020704006479075,-1.1189924463603491,23.7,3420000
